716644;CONSTRUCTORA JORGE MOREIRA MILENA&THE S.A.;1391868502001;ECUADOR;GERENTE GENERAL;2018-02-19; ;2;2018-02-22;21;11;;MOREIRA DELGADO JORGE FERNANDO
;;;;;;;;;;;;RIOFRIO IBARRA SILVANA CAROLINA
154435;AGRIASESORIA CIA. LTDA.;1792010624001;ECUADOR;PRESIDENTE;2013-05-31; ;2;2013-12-10;12;17681;;FERNANDEZ ESCOBAR JUAN CARLOS
;;;;;;;;;;;;CHELA CHIMBORAZO SANDRA DE LOURDES
721666;TRANSPORPLUS S.A.;0993175307001;ECUADOR;PRESIDENTE;2018-12-03; ;5;2018-12-26;22;17112;;HERRERA PUGA ANDRES OSWALDO
;;;;;;;;;;;;MEDIGENER DE ECUADOR CIA. LTDA.
;;;;;;;;;;;;VILLAVICENCIO CANTOS VERONICA VIVIANA
;;;;;;;;;;;;"ASOCIACION DE PRODUCCION TEXTIL RAMOS IDUARTE ""ASOPROMOSTE"""
;;;;;;;;;;;;BONISPAIN INTERNACIONAL S.A. BONINTER
;;;;;;;;;;;;ECHEVERRIA MOLINA DENNIS ABEL
;;;;;;;;;;;;NIEVES NIEVES JAVIER GERARDO
;;;;;;;;;;;;MORALES AGUILAR MARCELO ISAIAS
;;;;;;;;;;;;CALLE ALVAREZ SEGUNDO ARMANDO
;;;;;;;;;;;;COOPERATIVA DE TRANSPORTE DE PASAJEROS EN BUSES TRECE DE ABRIL
;;;;;;;;;;;;MORAN DEL CASTILLO DANIEL ELIAS
;;;;;;;;;;;;TORRES DEL PINO SANTIAGO JAVIER
;;;;;;;;;;;;COELLO MANCHENO CARLOS LEONIDAS
;;;;;;;;;;;;TELLO ARIAS PAUL JAVIER
;;;;;;;;;;;;SANI GROUP S.C.
;;;;;;;;;;;;HUREL MOLINA DIANA CECIBEL
314545;INSIGNIABUSINESS ASESORIA EMPRESARIAL S.A.;1792999294001;ECUADOR;GERENTE GENERAL;2019-12-05; ;2;2019-12-27;6;2669;;CORTEZ GUERRERO ROBERTO CARLOS
713707;JUAN CARLOS CARMIGNIANI VALENCIA ABOGADOS JCCV S.A.;0993044210001;ECUADOR;PRESIDENTE;2019-04-15; ;5;2019-07-22;7;1773;;CORTEZ GUERRERO ROBERTO CARLOS
114514;BULATEX S.A.;0992337508001;ECUADOR;PRESIDENTE;2019-02-11; ;5;2019-03-28;NNN;4059;;CORTEZ GUERRERO ROBERTO CARLOS
;;;;;;;;;;;;VALLEJO GERMAN JONATHAN MICHAEL
;;;;;;;;;;;;CEVALLOS PONCE KAREN LISSETH
;;;;;;;;;;;;GUACHAMBOSA PAREDES FERNANDO RAMIRO
;;;;;;;;;;;;RIMACUNA GAONA VICENTE BOLIVAR
98058;CASTIMERSA QUIMICOS S.A.;1391780389001;ECUADOR;GERENTE GENERAL;2020-05-07; ;5;2020-06-16;24;44;;CASTILLO FARFAN ALCIDES FABIAN
;;;;;;;;;;;;CORPOMEDICA CIA. LTDA.
;;;;;;;;;;;;ALCIVAR BONE ALICIA GREGORIA
81297;HOTELES ECUATORIANOS S.A. (HOTELESA);0991445854001;ECUADOR;PRESIDENTE;2019-10-01; ;5;2019-10-01;28;5327;;GARCIA MAN GING JOHNNY ANDRES
722922;AGUIFUT S.A.;0993194743001;ECUADOR;GERENTE GENERAL;2019-07-02; ;5;2019-07-05;12;949;;GARCIA MAN GING JOHNNY ANDRES
718505;FRIOMATIK S.A.;0993111902001;ECUADOR;PRESIDENTE;2018-07-03; ;5;2018-07-04;9;9155;;GARCIA MAN GING JOHNNY ANDRES
120955;ADMIEMP S.A.;0992428619001;ECUADOR;GERENTE;2017-12-01; ;5;2017-12-01;14;14627;;GARCIA MAN GING JOHNNY ANDRES
73146;LAMICORP S.A.;0991327916001;ECUADOR;GERENTE GENERAL;2016-05-11; ;5;2016-05-12;NNN;5494;;GARCIA MAN GING JOHNNY ANDRES
;;;;;;;;;;;;OBANDO CARMONA JANETH PATRICIA
;;;;;;;;;;;;DAVILA ANDALUZ CESAR HOMERO
;;;;;;;;;;;;MENDOZA MONCAYO LISSETTE JHOMAYRA
;;;;;;;;;;;;MERELLO ANGULO LOURDES JACINTA
;;;;;;;;;;;;BAQUE MERCHAN GREGORIO EFREN
;;;;;;;;;;;;ASOCIACION DE SERVICIOS DE ALIMENTACION, LIMPIEZA Y MENSAJERIA QUERER ES PODER ASOSERQUEPO
;;;;;;;;;;;;MACIAS ZAMBRANO GEOVANNY FERNANDO
;;;;;;;;;;;;MOROCHO CHAFLA GRACIELA PILAR
;;;;;;;;;;;;ASOCIACION DE SERVICIOS DE LIMPIEZA JIREH ASOSELJ
310014;REPRESENTACIONES MEDISUR MEDISURCOM CIA.LTDA.;1792857384001;ECUADOR;PRESIDENTE;2018-04-09; ;5;2018-04-10;6;5800;;EGUEZ VIERA LETICIA ELENA
;;;;;;;;;;;;JARA CHOROZY CARINA PATRICIA
;;;;;;;;;;;;SANCHEZ CONDOR MARIA DEL CARMEN
;;;;;;;;;;;;OJEDA OJEDA CESAR PATRICIO
;;;;;;;;;;;;MACIAS ZAMORA WELLINGTON VICENTE
;;;;;;;;;;;;BRITO RIVERA CESAR AQUILES
150295;ALMACENES LOGISTICOS ALMALOG S.A.;1791894243001;ECUADOR;GERENTE GENERAL;2016-07-01; ;5;2016-07-11;23;10328;;GUERRA NAVARRO ALFONSO PATRICIO
;;;;;;;;;;;;SANTILLAN VILLACIS NESTOR VICENTE
;;;;;;;;;;;;CARVIMCOMEX CIA LTDA
;;;;;;;;;;;;BALCAZAR ORTIZ JULIO CESAR
;;;;;;;;;;;;PIGE PROVEEDORA INDUSTRIAL GUANTERA ECUATORIANA
707552;COMSACEBE CIA.LTDA.;1792672163001;ECUADOR;PRESIDENTE;2017-09-21; ;5;2017-10-06;14;15265;;LOOR LAYANA CYNTHIA VERONICA
;;;;;;;;;;;;SAGBAY LITUMA KEHENDY KARINA
;;;;;;;;;;;;ZAPATA JACOME SORAYA VERONICA
715015;INGENIERÍA INTEGRAL Y CONSTRUCCIÓN ENGEN S.A.;1291765609001;ECUADOR;PRESIDENTE;2017-08-31; ;5;2017-09-26;26;106;;RAMIREZ JACOME VICTOR JOSE
;;;;;;;;;;;;JIMENEZ LOPEZ KARINA GISSELLA
;;;;;;;;;;;;CABEZAS RAMIREZ MARIA TERESA
;;;;;;;;;;;;CONSTANTINE LOPEZ GABRIEL HERACLITO
;;;;;;;;;;;;BASTIDAS CASELLA HECTOR GUILLERMO
;;;;;;;;;;;;TAPIA PANCHI SILVIA MARCELA
;;;;;;;;;;;;SINAIFARM S.A.
;;;;;;;;;;;;EMPRESA DE CONSTRUCCIONES DEL CAÑAR EP
727478;CONSTRUCCIONES Y SERVICIOS PRAIA S.A.;2290348016001;ECUADOR;PRESIDENTE;2019-12-26; ;5;2020-01-10;27;5;;PACHECO GUEVARA JUAN PABLO
145401;HIDROEXPRESS S.A.;1792366143001;ECUADOR;GERENTE GENERAL;2012-02-11; ;2;2012-03-15;21;3305;;PACHECO GUEVARA JUAN PABLO
;;;;;;;;;;;;PARRA MOLINA HECTOR SHULEMAN
;;;;;;;;;;;;MONTOYA LOPEZ MAGDALENA ELIZABETH
;;;;;;;;;;;;ROBLES ALVAREZ DAYSI JASMINA
;;;;;;;;;;;;BONILLA VELOZ DIANA MARCELA
;;;;;;;;;;;;SANTAMARIA FLORES LIBIA LEONOR
;;;;;;;;;;;;IMBAQUINGO IMBAQUINGO LUIS EDUARDO
;;;;;;;;;;;;PRODUCTOS Y DISTRIBUCIONES MEDICAS ANDINO PRODIMEDA CIA. LTDA.
729098;LUBREXSACORP S.A.; ;ECUADOR;GERENTE GENERAL;2020-06-18; ;5;2020-06-25;27;6848;;RIVADENEIRA TORRES NICOLAS BERNARDO
729099;LIMPEXSA S.A.; ;ECUADOR;GERENTE GENERAL;2020-06-18; ;5;2020-06-25;27;6774;;RIVADENEIRA TORRES NICOLAS BERNARDO
725494;ALQUIPOR S.A.;2490033028001;ECUADOR;GERENTE GENERAL;2019-08-12; ;5;2019-08-29;13;110;;RIVADENEIRA TORRES NICOLAS BERNARDO
725503;FABREXSA S.A.;2490032900001;ECUADOR;GERENTE GENERAL;2019-08-12; ;5;2019-08-27;27;107;;RIVADENEIRA TORRES NICOLAS BERNARDO
176456;ZETARINVEST S. A.;0992856068001;ECUADOR;GERENTE GENERAL;2014-05-13; ;5;2014-06-03;15;7147;;RIVADENEIRA TORRES NICOLAS BERNARDO
;;;;;;;;;;;;SALTOS SALINAS KATHERINE KATIUSKA
;;;;;;;;;;;;PROTESEG-SEGURIDAD CIA LTDA
726168;XPRESSIONES CIA.LTDA.;2191766108001;ECUADOR;PRESIDENTE;2019-09-15; ;2;2019-09-24;24;259;;OROZCO CAÑON KEVIN HERNANDO
;;;;;;;;;;;;FALCON TACTICO TACTICAL SUPPLIES S.A.
;;;;;;;;;;;;SARMIENTO EGAS CAROLINA
;;;;;;;;;;;;CALVOPIÑA PARRA MARIA TERESA
;;;;;;;;;;;;TUMBACO ANDRADE LINDA CRISTINA
;;;;;;;;;;;;VARGAS GUAMAN FRANK ROLANDO
;;;;;;;;;;;;QUIROZ GARCIA LOURDES OLIVA
;;;;;;;;;;;;KAROLYS AYALA JOSE FRANCISCO
;;;;;;;;;;;;CLIMATEKECUADOR CIA LTDA
;;;;;;;;;;;;CALLE BARROS MARLENE ELIZABETH
;;;;;;;;;;;;DISTRIBUIDORA RIVERA E HIJOS DISTRIJOS CIA. LTDA.
;;;;;;;;;;;;GUAYUNLEMA CHACHA ANIBAL GERMAN
;;;;;;;;;;;;MONJE TACURI GLORIA MAGDALENA
;;;;;;;;;;;;CORPORACION ALBERTA
;;;;;;;;;;;;ALVAREZ CEDEÑO CRISTOBAL ROBERTO
;;;;;;;;;;;;PAREDES SALTOS MARIA VICTORIA
110480;FALIFA S.A.;0992279621001;ECUADOR;PRESIDENTE;2006-02-01; ;5;2006-02-08; ;2697;;LOPEZ MANCERO KELLY PATRICIA
;;;;;;;;;;;;MANRIQUE SUAREZ JOSE WALTHER
709526;CONSTRUCCIONES PUTUMAYENSE''VGA S.A.;2191742063001;ECUADOR;GERENTE;2016-07-07; ;5;2016-09-13;18;27;;VASCONEZ SILVA ANDERSON STALIN
704376;COMPAÑIA DE TRANSPORTE DE CARGA PESADA TRANSSDILA S.A.;2191736101001;ECUADOR;PRESIDENTE;2015-08-26; ;5;2015-08-28;23;124;;VASCONEZ SILVA ANDERSON STALIN
;;;;;;;;;;;;BRITO GOMEZ GUIDO ALEJANDRO
;;;;;;;;;;;;GUALAN APUGLLON MARIA JUANA
;;;;;;;;;;;;GOROZABEL LOOR NARCISA VANESSA
717547;REPRESENTACIÓN DE INNOVACIONES MÉDICAS-INNOVAMED S.A.;0993104949001;ECUADOR;GERENTE GENERAL;2018-04-17; ;5;2018-04-19;27;5326;;VILLAGOMEZ URAGA CARLOS MAURICIO
;;;;;;;;;;;;CENTRO DE INVESTIGACION Y PRODUCCION DE MEDICAMENTOS DEL PACIFICO CIPFARM S.A. S.A.
;;;;;;;;;;;;URCO GUERRERO MERY FABIOLA
;;;;;;;;;;;;MENDOZA STACEY ANGELICA ESTEFANIA
;;;;;;;;;;;;GALAPAGOS ADVANCE SAFETY DOTPRO CIA. LTDA.
;;;;;;;;;;;;ECHEGARAY JIMENEZ ESTEFANIA SANDRA
146355;IKHARIA S.A.;1391793847001;ECUADOR;PRESIDENTE;2016-02-05; ;5;2016-02-22;14;35;;VILLA CANTOS MARIA GABRIELA
;;;;;;;;;;;;ARCE SANTANA TAMARA ZORAIDA
;;;;;;;;;;;;PEREZ BALLADARES SILVANA CAROLINA
;;;;;;;;;;;;TERRAHIDRO SERVICIOS Y CONSTRUCCIONES SOCIEDAD ANONIMA
;;;;;;;;;;;;VEGA CARDENAS MARIA JOSE
;;;;;;;;;;;;GRANDA LAICA LUIS SALOMON
;;;;;;;;;;;;HARO CUADROS GERLINDE EDITH
;;;;;;;;;;;;CABEZAS GAVILANES DANILO VIDAL
;;;;;;;;;;;;MORALES FABARA EDISON GUILLERMO
728307;MEDICAL ASSISTANCE MEDICASSIST S.A.; ;ECUADOR;PRESIDENTE;2019-09-30; ;2;2020-01-03;24;112;;CHAMORRO ALDAS ANGELA GABRIELA
;;;;;;;;;;;;ARCHIDONA LIMPIO
;;;;;;;;;;;;PARRA PEÑAFIEL LENIN DANILO
;;;;;;;;;;;;PAREDES MERIZALDE DOLLY ELIZABETH
;;;;;;;;;;;;TOALA CEDEÑO DIEGO FERNANDO
62794;HEALTH PROVIDERS CONSULTORES CIA. LTDA.;1792279216001;ECUADOR;PRESIDENTE;2018-07-12; ;2;2018-07-19;13;11900;;BARZALLO VITERI DANIEL ESTUARDO
176676;POLFEG S.A.;0992861193001;ECUADOR;PRESIDENTE;2018-07-12; ;5;2018-07-13;27;9668;;BARZALLO VITERI DANIEL ESTUARDO
;;;;;;;;;;;;PADILLA POZO SUSAN KATHERINE
;;;;;;;;;;;;PONTON MOSQUERA JOSE LUIS
90538;BOLIVAR CONSULTORES CIA. LTDA.;1791766539001;ECUADOR;PRESIDENTE;2001-03-14; ;2;2001-03-15;10;1690;;ASENCIO RAMIREZ ELOY EFRAIN
;;;;;;;;;;;;ADITIVOS SOLVENTES Y SUSTANCIAS QUIMICAS ADISOL CIA.LTDA.
;;;;;;;;;;;;CABRERA TACURI LIA SARVELIA
;;;;;;;;;;;;RUIZ CAJAS GEOVANNA PAOLA
;;;;;;;;;;;;REVELO BURBANO ALBA YOLANDA DEL ROSARIO
;;;;;;;;;;;;FREIRE CEPEDA PAMELA ALEXANDRA
;;;;;;;;;;;;SISTEMAS DE SALUD ROCARSYSTEM S.A.
;;;;;;;;;;;;MONTUFAR PADILLA DANIELA ALEJANDRA
;;;;;;;;;;;;ASOCIACION DE SERVICIOS DE LIMPIEZA LUCHADORES SOLIDARIOS POR UN BUEN VIVIR ASOSERSOLVI
;;;;;;;;;;;;MARTINEZ PURUNCAJAS RUTH ISABEL
;;;;;;;;;;;;ROZO DIAZ INGRID JOHANA
;;;;;;;;;;;;HERRERA LARA DIEGO HUMBERTO
;;;;;;;;;;;;ACCEMED CIA. LTDA.
;;;;;;;;;;;;VITERI CORONEL TAMAR ELIZABETH
;;;;;;;;;;;;PAREDES VINCES ANTONIO GUILLERMO
718099;JISECOMTRADE S.A.;0993108375001;ECUADOR;GERENTE GENERAL;2018-05-24; ;5;2018-05-28;27;7162;;SERRANO BUCHELLI MARIA JOSE
;;;;;;;;;;;;CONORQUE CIA.LTDA.
716692;TECNOAQUATIC CIA.LTDA.;1891779999001;ECUADOR;PRESIDENTE;2020-01-16; ;2;2020-01-27;12;127;;CALLEJAS SEVILLA PATRICIO JUAN
721299;TECNIORGANIC CIA.LTDA.;1891786286001;ECUADOR;GERENTE;2018-12-12; ;2;2018-12-27;15;1121;;CALLEJAS SEVILLA PATRICIO JUAN
;;;;;;;;;;;;CERCADO BUENO KENDY HERMEN
;;;;;;;;;;;;MOSQUERA CALVA EVELYN MELISSA
;;;;;;;;;;;;COELLO VALDIVIESO LUIS ARTURO
;;;;;;;;;;;;PARRALES GUTIERREZ TYRONE ALEJANDRO
;;;;;;;;;;;;VALLEJOS CUPUERAN JORGE ERNESTO
;;;;;;;;;;;;HINOSTROZA MEJIA MAURICIO SEBASTIAN
;;;;;;;;;;;;3F AMERICAS INC
;;;;;;;;;;;;INDUSTRIA TEXTIL TEXTIRODAL CIA LTDA
;;;;;;;;;;;;ORNA GAGÑAY JOHNNY HERNAN
;;;;;;;;;;;;IMPORTADORA LINO GAMBOA CIA. LTDA. ILGA
;;;;;;;;;;;;RODRIGUEZ TORRES WILMER ITALO
;;;;;;;;;;;;POZO RUALES PATRICIA JACQUELINE
;;;;;;;;;;;;MALDONADO ALUISA SONIA ALEJANDRA
;;;;;;;;;;;;SALINAS MENDIETA GABRIELA KATHERINE
;;;;;;;;;;;;GUEVARA HUILCAREMA MARIA VALERIA
;;;;;;;;;;;;ALVEAR AREVALO ANGIE ANAHI
;;;;;;;;;;;;ASOCIACION DE PRODUCCION TEXTIL DE SASTRES Y MODISTAS ORENSES ASOTEXORENSE
316530;LIVANKA S.A.;1391911092001;ECUADOR;PRESIDENTE;2019-12-17; ;5;2019-12-19;6;115;;BRAVO ALARCON MARCOS MANUEL
312161;MANAEXPORTA S.A.;1391881029001;ECUADOR;GERENTE GENERAL;2018-11-12; ;5;2018-11-13;6;708;;BRAVO ALARCON MARCOS MANUEL
;;;;;;;;;;;;FLORES SANCHEZ ALICIA BEATRIZ
;;;;;;;;;;;;TOAQUIZA ORTEGA LUIS ALBERTO
;;;;;;;;;;;;ORDOÑEZ ORDOÑEZ IRMA YOLANDA
36667;CONSTRUCTORES M&T MARTINEZ TORRES S.A.;1691710129001;ECUADOR;GERENTE GENERAL;2009-09-01; ;3;2009-09-02;20;117;;MARTINEZ PILCO KLEVER EDUARDO
;;;;;;;;;;;;ALVAREZ MUÑOZ EDELMIRA MARGARITA
;;;;;;;;;;;;ANDRADE ARMIJOS KARLA ANDREA
;;;;;;;;;;;;VEGA GUZMAN IVAN ROBERTO
728280;CONSTRUCTORA BALSECA & BALSECA DB&EB CIA.LTDA.; ;ECUADOR;GERENTE GENERAL;2020-02-13; ;4;2020-02-27;28;23;;BALSECA MORA DARWIN AUGUSTO
;;;;;;;;;;;;PEREZ GARCES JORGE ANDRES
;;;;;;;;;;;;IÑIGUEZ JIMENEZ HUGO VICENTE
;;;;;;;;;;;;CORDOVA GALLON TAMIA IXCHEL
;;;;;;;;;;;;HERRERA CONTRERAS ELSA MAYIYE
729366;SEGURIDAD INDUSTRIAL CARRION SICARGROUP S.A.S.;2390055245001;ECUADOR;GERENTE GENERAL;2020-07-02; ;5;2020-07-15;10;1129;;CARRION ALQUINGA DAMIAN ALEXANDER
;;;;;;;;;;;;SPARTAN DEL ECUADOR PRODUCTOS QUIMICOS S.A.
;;;;;;;;;;;;PICO MERO JOSSELIN NATHALIE
;;;;;;;;;;;;PAEZ CHECA JESSICA PATRICIA
;;;;;;;;;;;;SERRANO PUENTE MARITZA ZULAY
;;;;;;;;;;;;GONZALEZ GALLEGOS DORIS MARGOTH
;;;;;;;;;;;;RAMOS SAQUISILI DENISSE LORENA
;;;;;;;;;;;;ANRRANGO CACUANGO LIGIA MARIBEL
;;;;;;;;;;;;AVILES RUIZ ANDREA DEL ROCIO
;;;;;;;;;;;;SEGURIDAD INDUSTRIAL PROSEG CIA. LTDA.
;;;;;;;;;;;;OVIEDO MANTILLA MARTHA LUCRECIA
;;;;;;;;;;;;JIMENEZ MACAS MARIBEL XIMENA
52316;VOYAGE FANTASTIC COMPANIA LIMITADA;1590016817001;ECUADOR;GERENTE;1994-07-05; ;2;1994-07-05;13;22;;RUIZ CALERO WALTER EFRAIN
;;;;;;;;;;;;VELASQUEZ LUCAS FREDDY FERNANDO
;;;;;;;;;;;;HERRERA BURGOS DANIEL GERARDO
;;;;;;;;;;;;JIMENEZ NAVARRETE HECTOR ALEJANDRO
;;;;;;;;;;;;ROSERO AYALA MERY MARIBEL
;;;;;;;;;;;;REYES DUCHI DANIELA PAULINA
704975;CONSTRUCCIONES ELECTRICAS Y CIVILES ELECTRO HELP SERVICES EHS S.A.;0992944102001;ECUADOR;GERENTE GENERAL;2017-09-08; ;5;2017-09-20;27;11587;;LAYMAN PIZARRO GABRIEL ALBERTO
;;;;;;;;;;;;NUÑEZ GUAMAN XAVIER ADRIAN
728930;GLOBAL EXPORTS GLOEXPORSA S.A.; ;ECUADOR;GERENTE GENERAL;2020-06-16; ;5;2020-06-18;13;6265;;NARANJO ROMERO GONZALO ALBERTO
;;;;;;;;;;;;CORDOVA CALLE ANA GERARDINA
;;;;;;;;;;;;CABEZAS RAMOS DANIEL ALEJANDRO
;;;;;;;;;;;;MENDOZA PARRAGA ALEX SEGUNDO
718956;BABAELECIV S.A.;0993119091001;ECUADOR;PRESIDENTE;2018-06-27; ;5;2018-07-25;25;83;;ZAVALA ARTEAGA LEYDA JOHANNA
182202;ELECMAJ S. A.; ;ECUADOR;GERENTE GENERAL;2014-05-27; ;5;2014-08-01;27;11;;ZAVALA ARTEAGA LEYDA JOHANNA
178338;JAVICIAS S.A.; ;ECUADOR;PRESIDENTE;2014-05-27; ;5;2014-06-09;28;7430;;ZAVALA ARTEAGA LEYDA JOHANNA
;;;;;;;;;;;;GONZALEZ CITELLY PEDRO ISRAEL
;;;;;;;;;;;;VARGAS PORTERO CARLOS ROBERTO
722447;BENYACONST CIA.LTDA.;1591723568001;ECUADOR;PRESIDENTE;2018-02-23; ;3;2018-04-16;17;76;;YANEZ CASTILLO ANA NATIVIDAD
;;;;;;;;;;;;NEFROCONTROL S.A.
;;;;;;;;;;;;CUENKCLEAN S.A.
;;;;;;;;;;;;MONTERO GAROFALO MARIA FERNANDA
;;;;;;;;;;;;DELGADO ESPINOZA MARIA JOSE
;;;;;;;;;;;;VALDIVIESO NARVAEZ VICTOR ALEJANDRO
;;;;;;;;;;;;PEREZ ZAMBRANO MARIA GRACIA
183253;CONSERV''M&J CIA.LTDA.;2191732157001;ECUADOR;GERENTE GENERAL;2019-06-12; ;2;2019-08-19;24;212;;JIMENEZ IMAICELA STALYN FERNANDO
;;;;;;;;;;;;ZAMORA VARAS GEORGINA LASTENIA
717759;INYECPHARMA IMPORTADORA DE INYECTABLES PHARMA S.A.;0993099678001;ECUADOR;PRESIDENTE;2018-04-09; ;5;2018-04-20;29;5318;;MORALES VARAS NELSON GUILLERMO
711119;GUILLERMO MORALES DISTRIBUCIONES COFARMODIS S.A.;0993017019001;ECUADOR;PRESIDENTE;2017-01-30; ;5;2017-02-03;29;1372;;MORALES VARAS NELSON GUILLERMO
;;;;;;;;;;;;SEMPERTEGUI CHERNEZ JAIRON ANTONIO
;;;;;;;;;;;;HOSPIMEDIKKA CIA. LTDA.
;;;;;;;;;;;;BRAVO RODRIGUEZ SERGIA CARLOTA
;;;;;;;;;;;;SANDOVAL BARRERA DAVID VICENTE
;;;;;;;;;;;;MACIAS PONCE PAOLA GEORGINA
;;;;;;;;;;;;CONSTRUCCIONES PUTUMAYENSE VGA S.A.
40842;ROCHEM DEL ECUADOR SA;0990650403001;ECUADOR;PRESIDENTE;2017-10-04; ;3;2017-10-05;15;12185;;CABAL ARCOS JORGE ALFREDO
114205;CIAFUTURO S.A.;0992333324001;ECUADOR;GERENTE GENERAL;2003-12-16; ;5;2004-01-13;10;361;;CABAL ARCOS JORGE ALFREDO
;;;;;;;;;;;;CAMPOVERDE HERAS DORIS JACKELIN
311423;AUTOREP SERVICIOS AUTOMOTRICES CIA.LTDA.;1792900360001;ECUADOR;GERENTE GENERAL;2018-08-30; ;5;2018-09-03;6;14117;;PEREZ RIVADENEIRA EDGAR RAMIRO
;;;;;;;;;;;;RAMIREZ ORTEGA WILSON FREDDY
;;;;;;;;;;;;POTOSI ARCINIEGA DIIGAR ALEXANDER
;;;;;;;;;;;;ANDRADE SANGUIL SANTIAGO CARLOS
;;;;;;;;;;;;CARREÑO MUÑOZ ALEXIS JESUS
;;;;;;;;;;;;MURILLO SOLORZANO RUDDY DAVID
;;;;;;;;;;;;MAGALLANES BUENO LUSMILA DEL CARMEN
;;;;;;;;;;;;RIERA LAZO MARIA ELOISA
;;;;;;;;;;;;CHAUCA CORONADO MARCO ANTONIO
;;;;;;;;;;;;CEDEÑO BASTIDAS MARIA LORENA
729312;MAKE&DARSA S.A.; ;ECUADOR;GERENTE;2020-07-02; ;2;2020-07-03;25;30;;SANCHEZ MARIN JOSE FERNANDO
;;;;;;;;;;;;ROSERO LEÓN MARCO VINICIO
176276;COMPAÑIA DE TRANSPORTE DE CARGA PESADA MANANTIAL AZUL S.A. CARPEMAZUL;2490012489001;ECUADOR;GERENTE GENERAL;2017-03-20; ;5;2017-04-25;10;66;;REA LEMA FRANKLIN LUIS
710669;COMPAÑIA DE TRANSPORTE PESADO REA LEON E HIJOS REALTRANSPE S.A.;2490018614001;ECUADOR;GERENTE;2016-12-22; ;5;2016-12-28;22;178;;REA LEMA FRANKLIN LUIS
;;;;;;;;;;;;HUERA HURTADO CARLOS GUSTAVO
;;;;;;;;;;;;YANEZ GARCIA YOLANDA DIOCELINA
163381;CLANMAK CIA. LTDA.;1792215145001;ECUADOR;GERENTE;2019-03-08; ;2;2019-09-18;13;15540;;BATALLAS MORALES ANDRES MARCELO
;;;;;;;;;;;;SALVADOR ALAVA LENIN ANTONIO
;;;;;;;;;;;;GARCIA ARTEAGA CRISTINA DESIREE
;;;;;;;;;;;;"SOCIEDAD CIVIL ANONIMA ""CORPORACION RIVADENEIRA"""
173229;COMPAÑIA AEMPUYO S. A.;1691715880001;ECUADOR;PRESIDENTE;2018-08-08; ;2;2018-08-16;19;90;;QUISPE CARRANZA NELSON ANTONIO
171865;COMPAÑIA DE TRANSPORTE PESADO TOAPANTA RIVERA CIA. LTDA.;1691715430001;ECUADOR;PRESIDENTE;2017-05-16; ;2;2017-05-24;20;51;;QUISPE CARRANZA NELSON ANTONIO
;;;;;;;;;;;;MENENDEZ ARAUZ MARISOL ALEXANDRA
;;;;;;;;;;;;TEXTIQUIM CIA. LTDA.
;;;;;;;;;;;;SOLIS LOPEZ MILTON ALEXANDER
709284;LABORATORIO ANIMAL CARE LAAC CIA.LTDA.;1792701899001;ECUADOR;GERENTE GENERAL;2018-08-24; ;2;2018-09-21;13;857;;IDROVO CISNEROS DIEGO SEBASTIAN
;;;;;;;;;;;;3M ECUADOR C.A.
;;;;;;;;;;;;REY SUQUILANDA BYRON CIRILO
;;;;;;;;;;;;CORRAL PERALTA SHARON GISELLA
;;;;;;;;;;;;ESPINOZA MARIA MAGDALENA
;;;;;;;;;;;;ANGUETA MEJIA KERLY LISETH
;;;;;;;;;;;;INDECAUCHO CIA. LTDA.
314159;CONSTRUCTORA CONANPI PLUS CIA.LTDA.;1891794556001;ECUADOR;GERENTE GENERAL;2019-05-30; ;4;2019-06-03;6;503;;PINOS MONTENEGRO MARCO ANTONIO
;;;;;;;;;;;;VARGAS VERGARA ALEJANDRO FABRICIO
;;;;;;;;;;;;ESPINOZA LOJA FAUSTO SANTIAGO
;;;;;;;;;;;;ANDY ANDY LIDIA MONICA
;;;;;;;;;;;;"ASOCIACION DE PRODUCCION TEXTIL 9 DE OCTUBRE ""ASOPROTEXOCT"""
;;;;;;;;;;;;YEPEZ JURADO AMILCAR DAVID
;;;;;;;;;;;;OCAMPO GUISAMANO JARVI
;;;;;;;;;;;;QUIJANO ALVAREZ CARLOS RAMIRO
723762;INSTITUTO TECNOLOGICO DE EDUCACION SUPERIOR LOS CHILLOS-ITESCH S.A.;1792994284001;ECUADOR;GERENTE GENERAL;2019-05-27; ;5;2019-06-03;19;8784;;DIAZ SANCHEZ JOSE ANTONIO
;;;;;;;;;;;;AVICOLA ISABELA II
;;;;;;;;;;;;MANOSALVAS ENRIQUEZ JEANET PATRICIA
;;;;;;;;;;;;ARREGUI MARUN CECILIA ISABEL
;;;;;;;;;;;;NUÑEZ SOLIS EDISON ENRIQUE
;;;;;;;;;;;;VILLAMAR CASTILLO JAVIER ENRIQUE
;;;;;;;;;;;;LINARES ULLOA DAISY JANARA
;;;;;;;;;;;;PEÑA PEÑA MARCO STIVEN
118854;TORKATI S.A.;0992402040001;ECUADOR;PRESIDENTE;2005-04-05; ;5;2005-04-27; ;7622;;RATTO INTRIAGO MARIA DOLORES
;;;;;;;;;;;;BECERRA DIAZ VICTOR SEGUNDO
;;;;;;;;;;;;CAIZA TOAZO MARCELINO
;;;;;;;;;;;;CAJAMARCA BRAVO PABLO ANDRES
;;;;;;;;;;;;EMPRESA PUBLICA METROPOLITANA DE GESTION INTEGRAL DE RESIDUOS SOLIDOS EMGIRS-EP
